Meetings_Scheduled,Meetings_Attended,Attendance,Punctuality,Sprint_Completion,Task_Quality,On_Time_Delivery,Communication,Tasks_Assigned,Tasks_Completed,Performance
40,27,67,1,78,66,59,5,9,6,Medium
44,40,90,0,95,88,88,6,14,13,High
35,30,85,0,84,97,99,9,14,12,High
25,17,68,0,60,76,74,6,8,6,Medium
21,16,76,1,78,88,60,6,8,5,Medium
47,35,74,0,75,55,63,7,10,8,Medium
36,19,52,1,70,48,50,3,10,5,Low
31,30,96,1,82,75,86,8,12,11,High
35,30,85,1,88,89,95,8,13,12,High
22,18,81,0,85,72,74,8,12,7,Medium
30,25,83,1,85,76,97,6,11,10,High
26,25,96,1,75,84,90,7,10,9,High
48,32,66,1,65,83,64,6,8,5,Medium
35,34,97,1,98,96,89,9,11,10,High
29,14,48,0,54,63,65,2,8,3,Low
40,31,77,1,78,89,89,6,13,8,Medium
42,38,90,1,96,93,99,6,14,12,High
32,16,50,1,63,48,40,5,13,7,Low
24,23,95,1,79,80,70,7,8,7,High
47,34,72,1,78,74,70,6,12,8,Medium
31,16,51,1,50,68,46,3,12,7,Low
45,36,80,0,67,77,64,6,10,8,Medium
39,16,41,0,73,61,58,2,11,6,Low
45,33,73,0,75,62,58,5,8,7,Medium
34,23,67,1,84,71,78,8,8,5,Medium
33,28,84,0,88,86,75,8,10,9,High
47,41,87,0,97,98,87,8,9,8,High
30,14,46,1,65,73,43,3,12,6,Low
36,22,61,1,84,75,52,6,8,6,Medium
33,15,45,1,61,54,71,5,13,7,Low
43,27,62,1,54,66,50,2,12,6,Low
30,27,90,1,81,78,85,7,8,7,Low
46,29,63,1,66,76,83,8,9,7,Medium
41,28,68,1,78,80,89,7,12,9,Medium
49,39,79,1,84,74,82,7,8,6,Low
23,11,47,0,55,57,66,6,11,5,Low
29,15,51,1,48,47,58,3,9,5,Low
34,30,88,0,80,98,71,9,11,10,High
37,34,91,1,83,92,70,9,11,10,High
27,14,51,1,72,58,61,3,10,5,Low
41,28,68,1,77,64,71,6,10,7,Medium
40,17,42,1,49,60,58,6,11,5,Low
26,19,73,1,89,76,72,4,10,8,Medium
23,21,91,1,97,76,90,7,9,8,High
32,24,75,1,65,74,66,8,12,10,Medium
25,11,44,1,40,70,40,3,12,7,Low
26,19,73,1,63,81,69,7,12,7,Medium
20,18,90,1,94,92,76,9,8,7,High
43,27,62,1,78,62,89,4,14,12,High
29,21,72,1,69,82,89,7,8,5,Medium
33,17,51,1,61,69,73,4,9,5,Low
23,9,39,1,57,66,68,4,9,4,Low
34,19,55,1,58,62,60,4,9,4,Low
27,26,96,0,98,91,92,8,9,8,High
49,44,89,0,80,86,76,6,9,8,High
37,36,97,0,98,99,89,8,14,12,High
23,20,86,1,78,78,98,7,9,8,High
48,32,66,1,64,57,75,7,11,9,Medium
27,14,51,1,56,60,55,5,14,8,Low
41,36,87,0,95,80,82,6,8,7,High
43,42,97,0,86,84,81,8,9,8,High
30,20,66,1,86,61,79,7,12,8,Medium
29,27,93,1,80,83,76,7,13,12,High
30,24,80,1,74,74,66,7,11,9,Medium
48,39,81,0,63,76,72,8,12,9,Medium
34,30,88,0,95,83,93,9,12,11,High
47,20,42,1,62,50,68,5,9,4,Low
22,16,72,1,68,60,71,5,14,11,Medium
35,26,74,1,78,74,54,8,10,7,Medium
30,15,50,1,51,60,47,5,8,4,Low
36,16,44,0,61,46,48,5,10,4,Low
24,14,58,1,87,86,61,6,8,5,Medium
32,15,46,0,55,52,50,4,8,3,Low
42,38,90,1,77,91,71,9,9,8,High
39,37,94,1,99,83,85,9,8,7,High
24,15,62,1,89,72,76,5,8,5,Medium
40,28,70,1,86,63,74,5,12,10,Medium
25,15,60,0,70,58,51,6,9,7,Medium
40,27,67,0,73,74,89,6,13,10,Medium
29,13,44,1,44,45,56,5,13,6,Low
33,26,78,1,71,72,51,6,12,8,Medium
32,31,96,0,94,76,71,6,9,8,High
39,38,97,1,81,97,73,6,14,12,High
43,39,90,1,77,83,84,9,11,10,High
20,12,60,1,61,66,72,6,12,7,Low
24,15,62,1,66,67,64,4,9,4,Low
32,23,71,1,57,89,63,8,13,11,Medium
30,25,83,1,87,55,74,8,9,7,Medium
46,28,60,1,60,71,54,7,11,8,Medium
26,23,88,1,82,86,90,6,13,12,High
32,30,93,1,94,81,86,7,14,13,High
34,16,47,0,73,70,41,6,13,7,Low
20,18,90,1,76,98,84,9,12,11,High
47,25,53,1,60,60,72,4,11,4,Low
43,22,51,0,71,74,44,3,12,6,Low
45,41,91,0,91,80,98,6,9,8,High
44,39,88,1,85,86,81,9,9,8,High
28,11,39,1,64,70,61,6,13,7,Low
20,12,60,1,79,67,82,4,10,7,Medium
31,28,90,1,88,98,97,7,12,11,High
29,28,96,1,82,91,98,7,11,10,High
22,11,50,0,47,63,60,2,8,3,Low
37,30,81,1,55,63,79,7,14,9,Medium
25,23,92,1,88,89,84,9,13,11,High
38,20,52,0,67,61,48,2,10,5,High
40,16,40,1,67,68,52,4,10,6,Low
31,24,77,1,56,88,55,5,14,9,Medium
28,26,92,0,83,96,86,8,10,9,High
29,17,58,1,80,60,50,4,12,10,Medium
28,12,42,1,48,45,50,2,13,7,Low
37,30,81,1,85,70,67,8,11,7,Medium
49,24,48,1,51,63,56,2,12,5,Low
25,21,84,1,91,83,98,9,12,11,High
26,14,53,0,52,69,61,2,13,5,Low
47,41,87,0,77,96,95,6,13,12,High
32,20,62,1,73,60,48,4,12,6,Low
42,25,59,1,79,67,74,5,10,8,Medium
47,38,80,1,73,83,53,8,14,10,High
38,23,60,1,65,82,87,7,10,7,High
45,33,73,1,80,89,72,4,14,10,Medium
40,34,85,1,93,91,73,9,8,7,High
37,22,59,0,52,47,55,1,11,6,Low
44,35,79,0,73,73,57,8,10,7,High
37,25,67,0,71,74,65,5,13,10,Medium
23,17,73,1,64,76,57,5,9,7,Medium
26,23,88,0,82,96,81,8,14,12,High
41,34,82,1,72,89,54,6,10,7,Medium
28,24,85,1,81,84,70,8,8,7,High
25,12,48,1,55,68,71,5,13,6,Low
40,34,85,1,90,79,87,6,10,9,High
44,36,81,1,87,62,80,4,13,9,Medium
36,24,66,1,67,89,75,5,9,6,Medium
36,23,63,1,73,72,69,6,13,10,Medium
33,16,48,0,45,66,44,4,9,5,Low
43,26,60,1,60,61,89,7,9,6,Medium
46,41,89,1,86,80,96,8,13,12,High
35,21,60,1,53,51,47,3,10,4,Low
37,15,40,1,61,70,63,6,12,6,Low
26,14,53,1,41,52,51,5,13,7,Low
30,20,66,0,62,55,72,4,12,10,Medium
30,18,60,1,63,59,80,7,12,9,Medium
28,14,50,1,53,68,73,3,10,6,Low
29,24,82,1,67,62,59,6,11,7,Low
45,39,86,0,87,79,93,9,8,7,High
48,46,95,0,88,81,98,6,13,12,High
48,34,70,1,60,79,71,6,12,10,Medium
39,27,69,1,81,57,71,8,12,8,Medium
47,30,63,1,71,81,51,7,13,9,Medium
36,15,41,1,53,64,66,1,13,6,High
32,30,93,1,79,91,88,6,14,12,High
37,34,91,1,83,93,73,7,9,8,High
42,26,61,1,60,81,55,7,11,7,Medium
21,19,90,1,90,86,89,7,14,13,High
24,18,75,1,59,73,75,4,10,8,Medium
47,44,93,1,97,87,80,7,10,9,High
21,19,90,1,83,96,95,6,9,8,High
36,35,97,1,92,96,71,6,13,12,High
23,18,78,1,87,68,52,7,12,9,Medium
40,27,67,0,76,65,77,8,14,12,Medium
23,16,69,1,84,71,64,8,11,9,Medium
44,42,95,1,79,76,93,6,14,13,High
35,15,42,0,68,46,60,1,12,6,Low
40,31,77,1,88,79,67,6,13,11,Medium
38,24,63,1,57,65,62,6,10,6,Medium
37,23,62,1,70,53,53,1,12,6,Low
35,21,60,1,63,65,46,4,13,8,Low
33,13,39,1,66,55,71,1,14,7,Low
41,33,80,0,58,80,60,6,14,10,Medium
22,21,95,1,97,84,76,6,11,10,High
21,20,95,0,90,87,84,9,10,9,High
22,21,95,1,96,75,90,7,14,13,High
34,24,70,0,75,67,70,7,10,8,Medium
38,29,76,0,74,63,75,6,13,10,Medium
35,20,57,1,64,61,65,4,12,4,Low
26,25,96,1,94,96,85,8,8,7,High
32,19,59,0,59,57,66,5,12,9,Medium
35,19,54,1,64,65,45,1,9,4,Medium
26,15,57,1,59,73,47,1,13,8,Low
32,19,59,1,84,64,58,5,12,10,Medium
25,13,52,1,48,59,73,1,14,7,Low
44,30,68,1,87,66,82,4,12,10,Medium
47,36,76,0,75,74,88,6,14,12,Low
31,23,74,1,82,67,63,5,11,8,Low
26,25,96,1,96,86,96,7,9,8,Low
38,23,60,1,77,58,86,4,12,9,Medium
20,12,60,1,70,57,73,6,13,8,Medium
46,19,41,0,70,66,60,5,13,6,Low
27,25,92,1,93,83,89,7,13,12,High
24,21,87,0,77,85,99,7,10,9,High
44,27,61,1,54,55,56,5,12,5,Low
46,28,60,0,58,52,66,4,11,6,Low
37,28,75,1,83,82,79,6,11,8,Medium
47,43,91,1,92,87,73,8,13,12,High
30,26,86,0,75,81,85,9,9,8,High
33,30,90,1,78,95,85,6,11,10,High
34,28,82,1,61,77,68,7,9,6,Medium
24,23,95,0,90,83,73,8,9,8,High
49,24,48,1,65,45,58,6,11,5,Low
49,38,77,1,81,81,87,4,11,9,Medium
41,23,56,1,66,49,42,5,10,5,Low
31,29,93,1,86,94,97,9,14,13,High
34,32,94,1,77,92,83,8,11,10,Medium
23,14,60,1,67,67,81,8,13,9,Medium
28,27,96,1,99,90,75,9,8,7,High
27,14,51,1,72,58,57,5,8,4,Low
30,28,93,1,87,87,77,6,8,7,High
47,44,93,1,78,86,89,6,10,9,Medium
34,22,64,1,59,56,58,8,9,6,Medium
39,29,74,0,73,65,58,7,8,6,Medium
21,17,80,1,62,61,82,5,10,8,Medium
28,19,67,0,68,89,50,6,8,7,Medium
32,27,84,1,82,88,99,9,10,9,High
28,17,60,0,44,73,60,2,10,4,Low
20,13,65,1,68,66,76,7,12,10,High
21,18,85,1,87,98,79,7,10,9,High
28,16,57,1,58,57,61,5,9,4,Low
24,22,91,1,95,95,78,6,8,7,High
35,29,82,1,58,68,73,5,12,10,Medium
49,25,51,1,69,48,53,6,13,6,Low
21,19,90,1,94,94,93,8,13,12,High
48,40,83,0,82,81,81,5,9,7,Medium
22,17,77,1,73,66,64,4,14,10,Medium
23,14,60,1,75,67,59,6,9,5,Medium
42,37,88,0,89,93,85,9,8,7,High
39,36,92,0,76,84,96,8,13,11,High
21,20,95,1,80,82,89,6,12,11,High
21,16,76,1,55,58,80,8,10,7,Medium
48,28,58,1,75,83,53,8,8,6,Medium
40,36,90,0,88,97,79,6,12,11,High
40,31,77,0,75,58,87,5,13,11,High
23,16,69,0,86,83,83,6,11,9,High
26,24,92,1,89,89,78,6,10,9,High
21,9,42,1,65,61,42,1,12,5,Low
41,23,56,1,71,50,41,1,13,6,Low
26,23,88,0,76,83,71,8,14,12,High
22,14,63,0,66,50,48,6,8,3,Low
22,10,45,1,52,70,46,6,11,6,Low
43,23,53,1,43,70,45,1,14,7,Low
43,38,88,1,97,96,72,6,14,13,High
28,22,78,0,84,65,83,7,12,10,Medium
25,24,96,1,92,77,75,8,12,11,High
37,25,67,1,78,66,77,5,9,6,Medium
47,41,87,1,89,87,81,8,11,10,High
26,21,80,1,55,78,67,4,12,10,Medium
23,13,56,1,60,69,53,8,14,11,Medium
35,20,57,1,64,67,67,2,13,7,Low
31,12,38,1,56,72,68,4,14,5,Low
21,16,76,0,75,74,77,6,11,9,Medium
42,30,71,0,79,83,64,5,8,5,Medium
44,27,61,1,64,72,66,6,9,5,Low
37,18,48,0,45,51,73,3,8,4,Low
31,15,48,1,41,54,56,2,10,4,Low
35,15,42,1,66,70,72,6,9,4,Low
28,24,85,1,78,79,94,6,8,7,High
29,25,86,1,88,82,87,6,14,13,High
28,12,42,1,62,69,60,4,9,3,Low
42,28,66,1,59,81,80,5,12,8,Medium
30,24,80,0,84,59,62,7,13,10,Medium
43,36,83,1,80,69,55,6,10,6,Medium
46,35,76,0,83,76,62,5,8,5,Medium
33,17,51,1,72,74,65,6,10,5,Low
31,23,74,0,75,66,62,8,9,7,Medium
44,29,65,1,88,63,83,8,13,8,Medium
47,36,76,1,67,82,78,5,9,7,Medium
46,42,91,1,89,96,84,6,14,13,High
40,30,75,1,61,69,54,5,9,7,Medium
41,35,85,1,80,79,70,7,9,8,High
35,34,97,1,98,85,96,6,10,9,High
35,29,82,0,61,73,61,4,8,6,Medium
48,46,95,1,98,99,74,8,14,13,High
42,21,50,1,55,60,47,4,10,5,Low
38,31,81,1,76,77,62,4,12,8,Medium
42,32,76,0,75,69,52,8,9,6,Medium
31,29,93,1,94,78,95,7,9,8,High
26,12,46,1,49,58,44,1,10,5,Low
48,44,91,1,89,75,80,7,9,8,High
34,29,85,0,83,92,80,8,11,10,High
41,21,51,1,74,69,54,5,12,6,Low
32,27,84,1,66,57,55,6,11,8,Medium
37,22,59,1,72,65,45,1,10,4,Low
45,41,91,0,89,92,96,9,11,10,High
22,20,90,1,76,97,79,6,12,11,High
48,39,81,1,81,81,70,5,14,10,Medium
42,24,57,1,73,69,74,5,10,5,Low
25,20,80,0,70,67,60,5,8,5,Medium
42,23,54,1,61,68,53,5,14,8,Low
33,25,75,1,89,76,71,8,12,9,Medium
23,17,73,1,82,75,65,7,10,7,Medium
42,22,52,0,60,54,54,4,14,8,Low
25,22,88,1,84,98,83,6,13,12,High
29,11,37,0,46,66,52,4,11,4,Low
35,21,60,1,64,54,56,6,10,5,Low
40,25,62,0,50,50,72,6,10,6,Low
27,19,70,0,62,71,60,5,10,6,Medium
43,26,60,0,87,84,71,6,14,11,Medium
25,21,84,1,96,93,97,8,13,12,High
45,44,97,1,99,93,82,7,9,8,High
21,15,71,1,65,70,69,6,10,8,Medium
23,9,39,1,62,66,67,6,10,4,Medium
28,24,85,0,88,80,70,9,12,11,High
35,28,80,1,80,59,79,8,14,11,Medium
48,33,68,0,83,88,82,8,9,8,Medium
26,18,69,0,62,77,80,4,12,8,Medium
47,36,76,1,83,79,84,6,9,7,Medium
33,28,84,1,78,84,94,7,8,7,High
47,45,95,1,82,80,78,7,11,10,High
26,18,69,1,73,87,78,7,8,6,Medium
40,36,90,1,76,87,88,7,14,12,High
39,38,97,1,98,80,76,7,11,10,Medium
43,31,72,1,87,62,82,8,12,9,Medium
31,23,74,1,69,56,88,5,12,8,Medium
30,19,63,1,45,51,41,2,14,7,Low
39,17,43,1,56,62,48,1,9,4,Low
31,15,48,0,56,71,67,6,13,8,Low
48,46,95,0,91,82,89,8,9,8,High
44,40,90,1,90,77,91,7,12,11,High
21,15,71,1,58,55,78,8,10,6,Medium
37,29,78,1,59,74,75,5,9,7,Medium
42,32,76,1,73,71,62,7,11,9,Medium
27,11,40,1,63,61,70,2,13,7,Low
35,34,97,1,84,95,91,7,9,8,High
25,23,92,0,93,75,89,8,8,7,High
39,29,74,1,89,61,56,7,9,5,Medium
32,14,43,0,48,49,49,4,8,4,High
49,30,61,1,74,59,77,4,8,6,Medium
33,21,63,0,76,81,87,6,9,8,Medium
40,17,42,1,62,65,48,6,11,4,Low
41,24,58,0,48,57,56,2,14,6,Low
35,27,77,1,86,85,59,4,10,7,Medium
24,15,62,0,64,67,70,6,13,11,Medium
23,10,43,1,60,49,66,6,14,7,Low
41,29,70,1,85,89,79,6,11,8,Medium
24,15,62,1,64,57,73,4,13,5,Low
33,22,66,1,65,55,78,8,13,8,Medium
49,42,85,1,87,98,73,9,11,10,High
21,13,61,1,80,82,67,5,14,9,Medium
35,25,71,0,83,86,86,8,11,7,Low
35,28,80,0,67,75,57,5,11,8,Medium
36,14,38,1,40,67,74,4,8,4,Low
20,14,70,1,73,63,86,7,12,8,Medium
28,22,78,0,67,64,57,8,14,11,Medium
20,9,45,1,47,52,46,5,13,7,Low
47,44,93,1,85,78,78,8,11,10,High
45,27,60,1,72,47,52,4,8,3,Low
33,28,84,0,98,79,96,7,12,11,High
20,14,70,1,75,58,86,8,12,9,Medium
20,8,40,1,54,60,66,4,13,6,Low
47,44,93,0,95,87,97,9,9,8,High
40,36,90,1,86,81,78,9,8,7,High
21,17,80,1,88,87,78,8,13,10,Medium
44,22,50,1,55,47,53,4,12,5,Low
22,18,81,1,87,79,55,5,12,7,Medium
42,29,69,1,57,61,61,8,14,9,Medium
21,18,85,1,80,95,79,6,10,9,High
49,26,53,1,66,49,53,4,13,8,Low
38,27,71,1,62,70,64,7,8,5,Medium
32,27,84,0,88,83,96,8,14,13,High
40,35,87,1,97,80,85,7,12,11,High
31,29,93,0,79,75,87,9,10,9,High
47,24,51,1,66,73,71,6,10,4,Low
33,29,87,0,96,90,99,9,10,9,High
34,25,73,1,83,71,69,7,12,10,Medium
20,12,60,1,40,55,47,6,10,4,Low
20,19,95,0,85,95,96,8,8,7,High
25,10,40,1,55,66,56,1,13,6,Low
23,14,60,0,87,79,82,4,13,8,Medium
47,29,61,1,72,73,78,8,12,8,Medium
20,18,90,1,98,87,71,7,9,8,High
34,32,94,1,82,79,81,9,14,12,High
25,20,80,0,64,78,73,7,10,6,Medium
23,16,69,1,64,66,65,4,9,5,Medium
40,22,55,1,46,69,48,3,10,5,Low
43,25,58,0,71,67,41,4,10,4,Medium
37,33,89,0,78,80,97,7,14,13,High
34,13,38,1,64,54,56,4,10,6,Low
28,21,75,1,67,87,89,6,13,10,Medium
33,19,57,1,84,71,89,8,12,9,Medium
42,29,69,1,86,74,63,6,8,6,Medium
30,21,70,0,69,65,53,4,12,9,Medium
41,37,90,1,90,77,78,7,13,12,Medium
20,9,45,1,42,63,53,4,9,5,Low
24,12,50,1,41,74,56,6,14,8,Low
46,40,86,1,77,97,83,7,13,12,High
38,37,97,1,81,81,76,7,10,9,High
23,20,86,1,79,84,97,9,9,8,High
34,13,38,1,54,50,52,2,11,5,Low
42,20,47,1,61,55,72,4,10,4,Low
23,18,78,1,68,60,63,5,12,8,Medium
26,11,42,1,60,70,69,6,14,6,Low
26,13,50,1,63,51,50,4,8,3,Low
47,30,63,1,65,62,81,6,14,9,Medium
24,22,91,1,91,84,73,6,8,7,High
48,42,87,1,84,82,86,9,8,7,High
22,11,50,0,50,64,46,5,10,5,Low
28,18,64,1,42,59,62,4,9,5,Low
23,14,60,1,67,61,76,8,8,5,Low
49,44,89,1,93,89,84,6,12,10,Medium
40,18,45,1,69,55,71,5,13,5,Low
25,23,92,1,95,97,85,7,13,12,High
31,14,45,0,58,49,54,1,10,5,Low
41,26,63,1,86,63,66,4,13,9,Medium
20,14,70,1,59,74,57,4,10,8,Medium
31,29,93,1,99,75,79,6,11,10,High
39,33,84,0,87,77,82,9,9,8,High
32,17,53,0,53,57,70,6,9,5,Low
49,25,51,1,54,63,44,3,14,8,Low
44,34,77,1,56,86,69,4,10,8,Medium
31,19,61,1,63,65,86,4,13,10,Medium
20,19,95,1,79,86,97,7,8,7,High
49,45,91,1,82,84,87,7,14,13,High
48,47,97,0,84,82,75,6,12,11,High
35,27,77,1,60,64,67,6,9,7,Medium
39,23,58,1,46,64,72,1,12,6,Low
48,27,56,1,46,57,69,2,10,6,Low
25,23,92,0,80,81,77,8,9,8,High
40,36,90,1,82,91,90,9,11,10,High
35,28,80,1,60,63,56,7,12,8,Low
22,15,68,1,56,77,70,5,9,7,Medium
36,15,41,0,51,52,48,3,11,6,Low
24,20,83,1,94,85,82,6,9,8,High
33,24,72,0,72,63,71,5,9,6,Medium
33,31,93,0,87,82,75,6,13,11,High
20,19,95,0,89,94,85,8,12,11,High
34,14,41,0,55,64,65,3,13,6,Low
37,15,40,0,52,50,53,2,9,3,Low
28,15,53,1,47,65,65,2,9,5,Low
45,25,55,1,59,68,55,2,13,5,Low
31,19,61,1,64,69,55,6,10,4,Low
33,25,75,0,58,74,50,4,13,9,Medium
35,22,62,1,78,80,58,8,13,11,Medium
28,23,82,1,76,55,82,8,14,9,Medium
45,38,84,0,88,77,94,8,12,11,High
36,35,97,1,81,89,95,6,11,10,High
21,13,61,1,74,66,67,4,9,7,Medium
21,15,71,1,58,65,67,4,14,9,Medium
21,16,76,0,74,76,59,5,12,8,Medium
44,40,90,0,91,78,70,6,13,11,High
36,29,80,0,69,87,62,8,8,6,Medium
45,36,80,0,81,83,82,4,10,7,Medium
49,24,48,1,48,55,67,6,9,3,Low
29,12,41,1,62,73,45,3,12,6,Low
39,38,97,0,82,95,71,7,9,8,High
49,44,89,1,75,78,74,9,12,11,High
44,25,56,1,67,56,46,4,14,6,Low
33,20,60,1,72,55,71,8,8,6,Medium
37,22,59,1,50,49,56,1,10,4,High
26,18,69,1,64,82,86,5,12,8,Medium
41,34,82,1,86,77,81,5,10,7,Medium
25,17,68,0,87,68,76,8,11,7,Medium
38,37,97,1,97,78,72,7,11,10,Medium
31,16,51,1,50,70,67,6,12,7,Low
36,31,86,1,96,98,88,8,14,13,High
43,26,60,1,67,73,69,4,9,3,Low
34,29,85,1,76,92,82,7,14,13,High
34,22,64,1,65,68,50,8,10,6,Medium
21,15,71,1,62,78,69,5,9,6,Medium
26,22,84,0,87,93,87,9,8,7,High
43,23,53,1,58,52,55,3,10,4,Low
34,27,79,1,66,70,63,6,9,6,Medium
28,19,67,1,77,65,86,4,14,9,Medium
47,37,78,1,61,56,53,5,10,7,Medium
37,26,70,1,73,65,52,8,14,10,Medium
27,26,96,1,84,84,73,6,12,11,High
42,33,78,1,75,58,79,6,8,7,Medium
33,22,66,1,84,64,75,7,9,7,Medium
22,17,77,1,86,81,54,6,9,7,Medium
35,32,91,1,85,84,91,7,12,11,High
38,23,60,1,56,64,57,5,11,6,Low
45,41,91,1,90,96,91,6,14,13,High
27,12,44,0,46,72,45,2,13,5,Low
47,42,89,0,84,92,94,8,11,10,High
27,13,48,0,65,45,59,4,14,6,Low
31,19,61,1,50,48,42,6,13,8,Low
24,13,54,0,54,66,54,5,12,7,Low
42,37,88,1,80,95,93,6,9,8,High
27,15,55,0,65,65,74,2,12,5,Low
40,37,92,0,91,93,77,6,13,12,High
24,14,58,1,77,88,51,4,12,9,Medium
30,19,63,1,89,63,64,8,14,12,Medium
21,17,80,0,66,82,50,8,14,10,Medium
30,18,60,0,61,83,65,5,12,9,Medium
33,25,75,0,66,83,58,5,13,9,Medium
32,27,84,1,83,66,63,4,8,6,Medium
25,13,52,1,61,48,45,2,12,7,Low
47,45,95,1,94,75,80,8,11,9,High
41,17,41,1,67,62,56,4,11,6,Medium
38,36,94,0,84,75,97,8,12,10,High
35,34,97,0,92,79,75,9,9,8,High
47,32,68,1,57,66,66,6,8,6,Medium
30,15,50,1,43,73,64,2,10,5,Low
38,37,97,1,95,97,91,6,8,7,Medium
44,29,65,0,55,71,72,6,8,5,Medium
20,16,80,1,55,58,54,4,10,8,Medium
20,16,80,1,69,56,67,6,11,7,Medium
43,42,97,1,78,93,81,8,13,12,High
45,32,71,1,61,83,57,6,14,11,Medium
27,17,62,1,45,53,66,6,13,6,Low
27,23,85,1,93,93,84,8,12,10,High
28,11,39,0,69,49,40,4,10,4,Medium
29,28,96,1,80,98,75,7,14,12,High
30,26,86,0,83,95,85,6,12,11,High
34,31,91,0,97,86,98,9,11,9,High
46,25,54,1,71,64,40,3,11,6,Low
40,24,60,1,70,67,61,5,9,7,Medium
47,27,57,1,51,47,40,6,13,7,Low
25,10,40,1,58,50,74,5,13,8,Low
33,31,93,1,87,87,77,9,11,10,High
25,15,60,0,69,57,47,2,13,6,Low
23,14,60,0,73,58,85,5,13,11,Medium
36,34,94,1,75,91,81,9,14,13,High
22,13,59,1,80,74,87,7,9,7,Medium
28,14,50,1,72,53,69,6,9,5,Low
43,27,62,0,49,70,56,6,10,6,Low
38,36,94,0,88,75,94,8,13,12,High
21,20,95,0,97,99,92,9,11,10,High
34,15,44,1,63,53,73,3,13,8,Low
30,12,40,0,51,51,58,2,9,4,Low
22,12,54,1,42,45,64,4,9,5,Low
49,44,89,0,88,78,83,6,14,12,High
31,20,64,1,81,67,53,8,10,7,Medium
24,11,45,0,43,70,66,6,10,4,Low
43,42,97,1,93,93,92,6,14,12,High
40,25,62,1,81,73,74,8,9,7,Medium
24,10,41,1,54,74,65,6,14,8,Low
33,30,90,0,76,80,75,6,11,10,High
38,27,71,1,88,61,68,5,13,8,Medium
23,16,69,1,88,68,68,8,14,9,Medium
44,20,45,1,68,59,43,3,8,3,Low
42,22,52,1,48,61,71,5,11,4,Low
44,35,79,1,84,55,54,5,12,7,Medium
42,33,78,1,72,75,55,6,8,7,Medium
31,16,51,1,42,47,46,3,12,6,Low
42,35,83,1,56,88,61,4,8,6,Medium
33,30,90,0,76,80,72,6,10,9,High
32,19,59,1,48,45,64,1,10,4,Low
46,25,54,1,41,69,53,1,10,5,Low
42,31,73,1,69,72,89,5,8,6,Medium
20,17,85,0,99,79,93,9,11,10,High
38,24,63,0,75,78,61,8,11,8,Medium
22,13,59,1,55,57,59,1,9,3,Low
41,28,68,0,77,58,70,4,14,10,Medium
29,18,62,1,77,65,58,7,14,10,Medium
47,30,63,0,47,57,59,5,8,4,Low
38,22,57,0,50,72,51,5,12,5,Low
34,28,82,1,65,81,88,5,11,7,Medium
44,26,59,1,76,77,62,7,11,7,Medium
35,25,71,1,60,88,82,6,14,12,Medium
21,19,90,1,90,87,97,8,12,10,High
26,14,53,1,42,62,73,6,12,7,Low
30,27,90,0,87,81,98,7,8,7,High
26,21,80,1,58,82,52,5,9,6,Medium
21,15,71,1,59,57,72,4,13,10,Medium
47,43,91,1,95,75,97,9,9,8,High
36,24,66,1,80,61,66,6,14,11,Medium
32,30,93,0,92,75,97,8,10,9,High
46,28,60,1,48,52,66,5,11,5,Low
38,30,78,1,66,62,68,8,9,7,Medium
33,32,96,1,93,79,88,6,11,10,High
29,12,41,0,48,72,41,5,14,7,Low
27,16,59,1,73,51,70,5,8,4,Low
27,15,55,1,58,49,43,4,11,6,Low
38,25,65,1,89,75,52,8,8,5,Medium
32,24,75,1,57,68,78,4,14,9,Medium
36,23,63,0,40,51,66,6,8,4,Low
39,15,38,1,54,63,71,5,12,6,Low
43,39,90,0,88,75,79,6,8,7,High
31,19,61,1,74,70,63,2,8,3,Low
20,13,65,1,76,80,73,7,10,6,Medium
45,42,93,1,96,92,73,8,10,9,High
21,13,61,1,76,83,57,4,9,7,Medium
36,30,83,1,83,84,94,9,8,7,High
39,24,61,1,77,71,63,5,10,6,Low
27,21,77,1,77,73,64,7,10,6,Medium
44,28,63,1,66,82,84,8,8,6,Medium
49,31,63,0,72,66,69,7,10,7,Medium
39,22,56,1,56,53,44,1,10,4,Low
37,24,64,1,87,55,66,7,10,8,Medium
31,26,83,0,79,95,88,7,12,11,High
39,21,53,1,62,66,48,6,12,6,Low
25,24,96,1,98,79,91,8,12,11,High
23,19,82,1,91,81,75,6,13,12,High
33,28,84,0,83,87,93,9,8,7,High
40,38,95,1,92,92,95,6,9,8,High
48,46,95,1,97,84,89,7,8,7,High
21,14,66,0,57,60,59,8,10,7,Medium
45,29,64,1,81,77,77,7,13,10,Medium
25,23,92,1,76,95,74,9,11,10,High
49,19,38,1,45,64,44,2,10,5,Low
49,42,85,0,81,87,86,8,12,11,High
44,22,50,0,58,73,42,4,13,8,Low
27,19,70,0,63,71,85,4,13,10,Medium
41,35,85,1,86,88,83,6,13,12,High
38,29,76,1,84,84,80,5,14,9,Medium
26,16,61,1,89,69,86,5,14,9,Medium
39,17,43,1,51,64,47,5,8,3,Low
32,31,96,0,83,78,97,8,10,9,High
46,43,93,1,81,91,76,7,13,12,Medium
20,14,70,1,68,88,76,6,12,8,Medium
45,34,75,1,87,89,79,4,10,8,Medium
30,24,80,1,79,66,58,4,11,9,Low
36,34,94,0,85,84,70,9,9,8,High
25,15,60,1,80,55,67,4,11,8,Medium
40,25,62,0,66,75,73,4,11,8,Medium
