Meetings_Scheduled,Meetings_Attended,Attendance,Punctuality,Sprint_Completion,Task_Quality,On_Time_Delivery,Communication,Tasks_Assigned,Tasks_Completed,Task_Completion_Rate,On_Time_Delivery_Rate,Overall_Quality_Score,Communication_Level,Is_Punctual,Meeting_Attendance_Rate,Performance_Index,Attendance_Consistency
40,35,87,1,90,83,90,8,12,11,0.9166666666666666,0.9,86.5,0.8,1,87.5,88.66666666666666,0.935
33,32,96,1,89,93,80,9,12,10,0.8333333333333334,0.8,91.0,0.9,1,96.96969696969697,86.33333333333333,0.98
49,44,89,0,81,88,78,9,13,12,0.9230769230769231,0.78,84.5,0.9,0,89.79591836734694,84.82692307692308,0.445
27,24,88,1,92,86,79,9,14,13,0.9285714285714286,0.79,89.0,0.9,1,88.88888888888889,87.46428571428572,0.94
41,29,70,0,70,63,64,6,14,10,0.7142857142857143,0.64,66.5,0.6,0,70.73170731707317,67.10714285714286,0.35
26,25,96,1,98,88,82,6,8,7,0.875,0.82,93.0,0.6,1,96.15384615384616,88.875,0.98
44,18,40,1,53,51,50,1,14,6,0.42857142857142855,0.5,52.0,0.1,1,40.909090909090914,49.214285714285715,0.7
29,20,68,0,63,65,71,8,8,7,0.875,0.71,64.0,0.8,0,68.96551724137932,71.625,0.34
27,24,88,1,75,81,83,9,14,12,0.8571428571428571,0.83,78.0,0.9,1,88.88888888888889,81.17857142857143,0.94
47,31,65,0,65,69,84,6,14,9,0.6428571428571429,0.84,67.0,0.6,0,65.95744680851064,70.57142857142857,0.325
40,24,60,1,42,61,73,2,12,7,0.5833333333333334,0.73,51.5,0.2,1,60.0,58.58333333333333,0.8
28,25,89,1,81,81,74,6,12,11,0.9166666666666666,0.74,81.0,0.6,1,89.28571428571429,81.91666666666666,0.9450000000000001
47,28,59,1,52,59,44,1,9,4,0.4444444444444444,0.44,55.5,0.1,1,59.57446808510638,49.86111111111111,0.7949999999999999
24,20,83,1,82,97,99,9,9,8,0.8888888888888888,0.99,89.5,0.9,1,83.33333333333334,91.72222222222221,0.915
26,24,92,0,94,92,90,6,10,9,0.9,0.9,93.0,0.6,0,92.3076923076923,91.49999999999999,0.46
23,20,86,1,89,88,73,9,8,7,0.875,0.73,88.5,0.9,1,86.95652173913044,84.375,0.9299999999999999
27,21,77,1,76,60,77,5,9,7,0.7777777777777778,0.77,68.0,0.5,1,77.77777777777779,72.69444444444444,0.885
22,17,77,1,84,89,50,4,11,9,0.8181818181818182,0.5,86.5,0.4,1,77.27272727272727,76.20454545454545,0.885
47,42,89,1,90,90,72,9,8,7,0.875,0.72,90.0,0.9,1,89.36170212765957,84.87499999999999,0.9450000000000001
42,28,66,1,70,65,73,6,9,6,0.6666666666666666,0.73,67.5,0.6,1,66.66666666666666,68.66666666666667,0.8300000000000001
31,20,64,0,55,76,85,4,13,10,0.7692307692307693,0.85,65.5,0.4,0,64.51612903225806,73.23076923076923,0.32
20,10,50,1,60,58,71,4,14,8,0.5714285714285714,0.71,59.0,0.4,1,50.0,61.535714285714285,0.75
25,12,48,1,55,55,53,3,8,4,0.5,0.53,55.0,0.3,1,48.0,53.25,0.74
23,21,91,1,97,85,86,9,11,10,0.9090909090909091,0.86,91.0,0.9,1,91.30434782608695,89.72727272727272,0.9550000000000001
34,23,67,0,59,72,69,8,14,10,0.7142857142857143,0.69,65.5,0.8,0,67.64705882352942,67.85714285714286,0.335
39,30,76,0,55,58,89,4,8,6,0.75,0.89,56.5,0.4,0,76.92307692307693,69.25,0.38
27,26,96,1,99,77,75,7,12,11,0.9166666666666666,0.75,88.0,0.7,1,96.29629629629629,85.66666666666667,0.98
41,39,95,1,76,83,75,6,11,10,0.9090909090909091,0.75,79.5,0.6,1,95.1219512195122,81.22727272727272,0.975
30,22,73,1,63,67,89,6,12,9,0.75,0.89,65.0,0.6,1,73.33333333333333,73.5,0.865
44,41,93,1,79,77,96,7,8,7,0.875,0.96,78.0,0.7,1,93.18181818181817,84.875,0.9650000000000001
20,9,45,0,55,50,58,4,10,5,0.5,0.58,52.5,0.4,0,45.0,53.25,0.225
42,26,61,1,65,57,46,4,14,7,0.5,0.46,61.0,0.4,1,61.904761904761905,54.50000000000001,0.8049999999999999
34,16,47,0,64,45,54,4,13,6,0.46153846153846156,0.54,54.5,0.4,0,47.05882352941176,52.28846153846154,0.235
25,22,88,1,91,75,88,6,9,8,0.8888888888888888,0.88,83.0,0.6,1,88.0,85.72222222222223,0.94
35,32,91,0,82,87,86,9,14,12,0.8571428571428571,0.86,84.5,0.9,0,91.42857142857143,85.17857142857143,0.455
34,19,55,0,51,56,42,6,13,6,0.46153846153846156,0.42,53.5,0.6,0,55.88235294117647,48.78846153846153,0.275
24,20,83,1,90,88,76,9,12,10,0.8333333333333334,0.76,89.0,0.9,1,83.33333333333334,84.33333333333333,0.915
40,18,45,1,74,74,59,3,12,7,0.5833333333333334,0.59,74.0,0.3,1,45.0,66.33333333333333,0.725
25,23,92,1,87,88,84,7,8,7,0.875,0.84,87.5,0.7,1,92.0,86.625,0.96
26,13,50,1,44,63,74,2,11,6,0.5454545454545454,0.74,53.5,0.2,1,50.0,58.88636363636364,0.75
47,28,59,1,61,68,64,6,13,9,0.6923076923076923,0.64,64.5,0.6,1,59.57446808510638,65.5576923076923,0.7949999999999999
32,19,59,0,47,48,43,1,12,6,0.5,0.43,47.5,0.1,0,59.375,47.0,0.295
44,36,81,0,62,77,66,4,8,5,0.625,0.66,69.5,0.4,0,81.81818181818183,66.875,0.405
36,35,97,0,99,84,70,7,10,9,0.9,0.7,91.5,0.7,0,97.22222222222221,85.75,0.485
33,23,69,1,63,89,72,5,12,9,0.75,0.72,76.0,0.5,1,69.6969696969697,74.75,0.845
42,17,40,1,53,71,56,4,10,5,0.5,0.56,62.0,0.4,1,40.476190476190474,57.49999999999999,0.7
48,45,93,1,99,97,83,6,12,11,0.9166666666666666,0.83,98.0,0.6,1,93.75,92.66666666666666,0.9650000000000001
35,27,77,0,64,58,66,5,13,11,0.8461538461538461,0.66,61.0,0.5,0,77.14285714285715,68.15384615384616,0.385
38,15,39,1,56,68,60,4,11,5,0.45454545454545453,0.6,62.0,0.4,1,39.473684210526315,57.363636363636374,0.6950000000000001
30,18,60,1,62,59,61,4,8,5,0.625,0.61,60.5,0.4,1,60.0,61.12499999999999,0.8
33,21,63,0,62,57,68,7,8,7,0.875,0.68,59.5,0.7,0,63.63636363636363,68.625,0.315
46,19,41,1,67,61,40,2,13,6,0.46153846153846156,0.4,64.0,0.2,1,41.30434782608695,53.53846153846153,0.705
38,20,52,1,54,57,49,2,8,3,0.375,0.49,55.5,0.2,1,52.63157894736842,49.375,0.76
44,18,40,0,72,45,64,1,9,5,0.5555555555555556,0.64,58.5,0.1,0,40.909090909090914,59.138888888888886,0.2
38,36,94,1,81,98,70,6,9,8,0.8888888888888888,0.7,89.5,0.6,1,94.73684210526315,84.47222222222221,0.97
36,23,63,1,78,55,74,4,11,7,0.6363636363636364,0.74,66.5,0.4,1,63.888888888888886,67.6590909090909,0.815
25,19,76,1,87,80,78,4,13,9,0.6923076923076923,0.78,83.5,0.4,1,76.0,78.55769230769232,0.88
49,27,55,0,53,63,43,4,9,5,0.5555555555555556,0.43,58.0,0.4,0,55.10204081632652,53.63888888888889,0.275
25,24,96,0,89,78,94,8,12,11,0.9166666666666666,0.94,83.5,0.8,0,96.0,88.16666666666666,0.48
31,29,93,0,84,84,80,7,12,11,0.9166666666666666,0.8,84.0,0.7,0,93.54838709677419,84.91666666666666,0.465
29,17,58,0,59,69,86,8,10,7,0.7,0.86,64.0,0.8,0,58.620689655172406,71.0,0.29
34,21,61,1,58,57,71,2,14,8,0.5714285714285714,0.71,57.5,0.2,1,61.76470588235294,60.785714285714285,0.8049999999999999
25,24,96,1,85,95,90,6,8,7,0.875,0.9,90.0,0.6,1,96.0,89.375,0.98
42,31,73,0,67,64,64,6,11,8,0.7272727272727273,0.64,65.5,0.6,0,73.80952380952381,66.93181818181819,0.365
48,30,62,1,71,69,86,6,12,8,0.6666666666666666,0.86,70.0,0.6,1,62.5,73.16666666666666,0.81
29,20,68,1,89,67,53,6,9,6,0.6666666666666666,0.53,78.0,0.6,1,68.96551724137932,68.91666666666667,0.8400000000000001
43,37,86,0,80,84,84,8,8,7,0.875,0.84,82.0,0.8,0,86.04651162790698,83.875,0.43
32,18,56,1,73,71,48,2,9,4,0.4444444444444444,0.48,72.0,0.2,1,56.25,59.111111111111114,0.78
20,16,80,1,68,81,67,5,9,7,0.7777777777777778,0.67,74.5,0.5,1,80.0,73.44444444444444,0.9
20,13,65,0,58,62,84,8,12,9,0.75,0.84,60.0,0.8,0,65.0,69.75,0.325
46,41,89,1,91,81,71,8,11,10,0.9090909090909091,0.71,86.0,0.8,1,89.13043478260869,83.47727272727273,0.9450000000000001
38,25,65,1,84,73,64,4,11,8,0.7272727272727273,0.64,78.5,0.4,1,65.78947368421053,73.43181818181817,0.825
29,17,58,1,56,72,65,3,11,6,0.5454545454545454,0.65,64.0,0.3,1,58.620689655172406,61.88636363636364,0.79
26,12,46,1,40,50,72,1,12,6,0.5,0.72,45.0,0.1,1,46.15384615384615,53.0,0.73
28,26,92,1,99,95,75,8,13,12,0.9230769230769231,0.75,97.0,0.8,1,92.85714285714286,90.32692307692307,0.96
32,23,71,0,68,62,66,6,9,7,0.7777777777777778,0.66,65.0,0.6,0,71.875,68.44444444444446,0.355
20,12,60,0,55,46,63,1,9,4,0.4444444444444444,0.63,50.5,0.1,0,60.0,52.11111111111111,0.3
38,28,73,1,58,86,75,4,10,7,0.7,0.75,72.0,0.4,1,73.68421052631578,72.24999999999999,0.865
33,20,60,0,84,71,67,6,12,7,0.5833333333333334,0.67,77.5,0.6,0,60.60606060606061,70.08333333333333,0.3
47,46,97,1,86,78,91,9,12,11,0.9166666666666666,0.91,82.0,0.9,1,97.87234042553192,86.66666666666667,0.985
29,21,72,1,56,66,79,5,11,9,0.8181818181818182,0.79,61.0,0.5,1,72.41379310344827,70.70454545454547,0.86
35,23,65,1,77,73,72,4,9,6,0.6666666666666666,0.72,75.0,0.4,1,65.71428571428571,72.16666666666667,0.825
49,19,38,0,54,53,59,4,14,6,0.42857142857142855,0.59,53.5,0.4,0,38.775510204081634,52.214285714285715,0.19
29,26,89,0,97,80,99,7,12,11,0.9166666666666666,0.99,88.5,0.7,0,89.65517241379311,91.91666666666667,0.445
48,42,87,0,78,94,98,8,8,7,0.875,0.98,86.0,0.8,0,87.5,89.375,0.435
22,13,59,1,42,52,46,2,10,6,0.6,0.46,47.0,0.2,1,59.09090909090909,50.0,0.7949999999999999
42,34,80,0,76,61,60,6,8,6,0.75,0.6,68.5,0.6,0,80.95238095238095,68.0,0.4
49,34,69,1,70,67,52,5,9,7,0.7777777777777778,0.52,68.5,0.5,1,69.38775510204081,66.69444444444444,0.845
43,41,95,1,91,97,81,8,9,8,0.8888888888888888,0.81,94.0,0.8,1,95.34883720930233,89.47222222222221,0.975
47,42,89,1,89,78,82,8,12,11,0.9166666666666666,0.82,83.5,0.8,1,89.36170212765957,85.16666666666666,0.9450000000000001
24,18,75,1,88,89,59,5,10,6,0.6,0.59,88.5,0.5,1,75.0,74.0,0.875
21,8,38,1,71,61,48,4,12,5,0.4166666666666667,0.48,66.0,0.4,1,38.095238095238095,55.41666666666667,0.69
45,26,57,1,45,55,51,5,13,8,0.6153846153846154,0.51,50.0,0.5,1,57.77777777777777,53.134615384615394,0.7849999999999999
34,21,61,1,71,80,70,6,12,9,0.75,0.7,75.5,0.6,1,61.76470588235294,74.0,0.8049999999999999
41,36,87,1,91,92,83,8,14,13,0.9285714285714286,0.83,91.5,0.8,1,87.8048780487805,89.71428571428572,0.935
21,9,42,1,74,55,55,3,11,4,0.36363636363636365,0.55,64.5,0.3,1,42.857142857142854,55.0909090909091,0.71
38,15,39,1,69,61,44,4,9,3,0.3333333333333333,0.44,65.0,0.4,1,39.473684210526315,51.83333333333333,0.6950000000000001
31,17,54,1,43,70,46,6,11,5,0.45454545454545453,0.46,56.5,0.6,1,54.83870967741935,51.11363636363636,0.77
23,20,86,0,89,81,70,7,9,8,0.8888888888888888,0.7,85.0,0.7,0,86.95652173913044,82.22222222222221,0.43
40,19,47,1,43,55,62,5,11,5,0.45454545454545453,0.62,49.0,0.5,1,47.5,51.36363636363637,0.735
38,28,73,1,63,71,61,7,14,9,0.6428571428571429,0.61,67.0,0.7,1,73.68421052631578,64.82142857142857,0.865
47,28,59,1,70,49,71,3,9,5,0.5555555555555556,0.71,59.5,0.3,1,59.57446808510638,61.38888888888889,0.7949999999999999
42,38,90,1,84,90,90,6,11,9,0.8181818181818182,0.9,87.0,0.6,1,90.47619047619048,86.45454545454545,0.95
38,17,44,0,63,53,54,2,13,6,0.46153846153846156,0.54,58.0,0.2,0,44.73684210526316,54.03846153846155,0.22
21,12,57,0,41,57,70,5,8,3,0.375,0.7,49.0,0.5,0,57.14285714285714,51.37499999999999,0.285
27,23,85,1,80,84,81,7,11,10,0.9090909090909091,0.81,82.0,0.7,1,85.18518518518519,83.97727272727273,0.925
46,39,84,1,77,88,92,7,9,8,0.8888888888888888,0.92,82.5,0.7,1,84.78260869565217,86.47222222222221,0.9199999999999999
49,23,46,1,57,50,58,2,13,6,0.46153846153846156,0.58,53.5,0.2,1,46.93877551020408,52.78846153846154,0.73
29,17,58,1,70,49,46,3,8,3,0.375,0.46,59.5,0.3,1,58.620689655172406,50.625,0.79
43,25,58,1,60,57,41,1,11,5,0.45454545454545453,0.41,58.5,0.1,1,58.139534883720934,50.86363636363637,0.79
27,14,51,0,46,55,71,1,8,4,0.5,0.71,50.5,0.1,0,51.85185185185185,55.49999999999999,0.255
40,35,87,0,94,79,74,7,8,7,0.875,0.74,86.5,0.7,0,87.5,83.625,0.435
44,38,86,1,80,90,96,8,14,13,0.9285714285714286,0.96,85.0,0.8,1,86.36363636363636,89.71428571428572,0.9299999999999999
36,24,66,1,58,84,52,6,9,6,0.6666666666666666,0.52,71.0,0.6,1,66.66666666666666,65.16666666666666,0.8300000000000001
24,16,66,0,84,63,64,7,11,9,0.8181818181818182,0.64,73.5,0.7,0,66.66666666666666,73.20454545454545,0.33
37,22,59,0,73,65,86,5,12,10,0.8333333333333334,0.86,69.0,0.5,0,59.45945945945946,76.83333333333333,0.295
39,28,71,1,60,72,67,8,8,6,0.75,0.67,66.0,0.8,1,71.7948717948718,68.5,0.855
25,23,92,0,95,91,89,8,9,8,0.8888888888888888,0.89,93.0,0.8,0,92.0,90.97222222222221,0.46
47,34,72,1,55,70,58,8,13,9,0.6923076923076923,0.58,62.5,0.8,1,72.3404255319149,63.05769230769231,0.86
49,39,79,0,65,88,85,6,10,8,0.8,0.85,76.5,0.6,0,79.59183673469387,79.5,0.395
30,21,70,0,67,88,83,8,14,9,0.6428571428571429,0.83,77.5,0.8,0,70.0,75.57142857142858,0.35
31,20,64,0,78,60,88,6,12,9,0.75,0.88,69.0,0.6,0,64.51612903225806,75.25,0.32
47,46,97,1,94,78,94,6,12,11,0.9166666666666666,0.94,86.0,0.6,1,97.87234042553192,89.41666666666667,0.985
23,21,91,1,88,78,96,9,8,7,0.875,0.96,83.0,0.9,1,91.30434782608695,87.375,0.9550000000000001
38,19,50,1,56,48,53,4,9,4,0.4444444444444444,0.53,52.0,0.4,1,50.0,50.361111111111114,0.75
39,25,64,0,70,57,71,7,12,8,0.6666666666666666,0.71,63.5,0.7,0,64.1025641025641,66.16666666666666,0.32
42,25,59,1,56,89,75,8,14,9,0.6428571428571429,0.75,72.5,0.8,1,59.523809523809526,71.07142857142857,0.7949999999999999
44,38,86,1,98,93,88,8,9,8,0.8888888888888888,0.88,95.5,0.8,1,86.36363636363636,91.97222222222223,0.9299999999999999
36,31,86,0,89,82,92,8,10,9,0.9,0.92,85.5,0.8,0,86.11111111111111,88.25,0.43
21,11,52,1,68,68,50,3,8,4,0.5,0.5,68.0,0.3,1,52.38095238095239,59.00000000000001,0.76
41,17,41,1,52,62,48,5,8,4,0.5,0.48,57.0,0.5,1,41.46341463414634,53.0,0.705
39,34,87,1,79,96,85,6,9,8,0.8888888888888888,0.85,87.5,0.6,1,87.17948717948718,87.22222222222223,0.935
49,34,69,1,61,88,66,8,13,9,0.6923076923076923,0.66,74.5,0.8,1,69.38775510204081,71.0576923076923,0.845
39,22,56,1,42,71,53,1,11,5,0.45454545454545453,0.53,56.5,0.1,1,56.41025641025641,52.86363636363636,0.78
41,30,73,1,64,55,89,8,12,10,0.8333333333333334,0.89,59.5,0.8,1,73.17073170731707,72.83333333333334,0.865
30,29,96,1,99,82,79,8,10,9,0.9,0.79,90.5,0.8,1,96.66666666666667,87.5,0.98
20,19,95,0,87,79,71,8,14,13,0.9285714285714286,0.71,83.0,0.8,0,95.0,82.46428571428572,0.475
26,24,92,0,81,94,87,9,12,11,0.9166666666666666,0.87,87.5,0.9,0,92.3076923076923,88.41666666666667,0.46
39,28,71,1,68,74,56,4,13,10,0.7692307692307693,0.56,71.0,0.4,1,71.7948717948718,68.73076923076923,0.855
21,19,90,1,87,81,88,9,8,7,0.875,0.88,84.0,0.9,1,90.47619047619048,85.875,0.95
26,24,92,1,86,89,86,9,14,12,0.8571428571428571,0.86,87.5,0.9,1,92.3076923076923,86.67857142857143,0.96
25,18,72,0,88,71,56,5,10,8,0.8,0.56,79.5,0.5,0,72.0,73.75,0.36
29,17,58,1,61,70,87,6,13,9,0.6923076923076923,0.87,65.5,0.6,1,58.620689655172406,71.8076923076923,0.79
25,10,40,1,60,51,54,2,9,4,0.4444444444444444,0.54,55.5,0.2,1,40.0,52.3611111111111,0.7
48,32,66,1,70,83,70,8,12,8,0.6666666666666666,0.7,76.5,0.8,1,66.66666666666666,72.41666666666666,0.8300000000000001
27,22,81,1,90,95,85,6,9,8,0.8888888888888888,0.85,92.5,0.6,1,81.48148148148148,89.72222222222223,0.905
48,41,85,1,86,99,74,9,14,12,0.8571428571428571,0.74,92.5,0.9,1,85.41666666666666,86.17857142857144,0.925
49,32,65,1,60,55,86,8,10,7,0.7,0.86,57.5,0.8,1,65.3061224489796,67.75,0.825
45,38,84,1,79,86,87,9,10,9,0.9,0.87,82.5,0.9,1,84.44444444444444,85.5,0.9199999999999999
31,21,67,1,82,85,89,4,8,6,0.75,0.89,83.5,0.4,1,67.74193548387096,82.75,0.835
40,26,65,1,85,67,61,8,9,6,0.6666666666666666,0.61,76.0,0.8,1,65.0,69.91666666666666,0.825
26,15,57,1,46,49,55,5,13,5,0.38461538461538464,0.55,47.5,0.5,1,57.692307692307686,47.11538461538461,0.7849999999999999
24,22,91,0,79,84,81,7,10,9,0.9,0.81,81.5,0.7,0,91.66666666666666,83.5,0.455
22,18,81,1,60,74,52,5,8,6,0.75,0.52,67.0,0.5,1,81.81818181818183,65.25,0.905
48,45,93,1,84,79,80,7,13,12,0.9230769230769231,0.8,81.5,0.7,1,93.75,83.82692307692308,0.9650000000000001
21,12,57,0,49,62,55,1,11,5,0.45454545454545453,0.55,55.5,0.1,0,57.14285714285714,52.86363636363636,0.285
22,18,81,1,87,84,87,6,12,11,0.9166666666666666,0.87,85.5,0.6,1,81.81818181818183,87.41666666666667,0.905
36,31,86,0,83,76,73,6,14,13,0.9285714285714286,0.73,79.5,0.6,0,86.11111111111111,81.21428571428572,0.43
44,26,59,1,57,89,85,7,9,7,0.7777777777777778,0.85,73.0,0.7,1,59.09090909090909,77.19444444444444,0.7949999999999999
26,13,50,0,71,54,49,1,9,4,0.4444444444444444,0.49,62.5,0.1,0,50.0,54.61111111111111,0.25
29,24,82,0,87,83,97,7,11,10,0.9090909090909091,0.97,85.0,0.7,0,82.75862068965517,89.47727272727273,0.41
39,33,84,1,86,80,96,7,14,13,0.9285714285714286,0.96,83.0,0.7,1,84.61538461538461,88.71428571428572,0.9199999999999999
31,30,96,1,75,87,78,6,12,11,0.9166666666666666,0.78,81.0,0.6,1,96.7741935483871,82.91666666666666,0.98
38,37,97,0,76,91,83,7,12,11,0.9166666666666666,0.83,83.5,0.7,0,97.36842105263158,85.41666666666666,0.485
46,44,95,0,94,75,73,7,11,10,0.9090909090909091,0.73,84.5,0.7,0,95.65217391304348,83.22727272727273,0.475
41,34,82,1,65,65,88,6,10,6,0.6,0.88,65.0,0.6,1,82.92682926829268,69.5,0.9099999999999999
33,32,96,0,93,99,78,6,11,10,0.9090909090909091,0.78,96.0,0.6,0,96.96969696969697,90.22727272727273,0.48
46,18,39,1,67,59,69,2,14,7,0.5,0.69,63.0,0.2,1,39.130434782608695,61.25000000000001,0.6950000000000001
26,18,69,1,81,87,79,4,10,8,0.8,0.79,84.0,0.4,1,69.23076923076923,81.75000000000001,0.845
24,18,75,1,59,78,80,6,13,11,0.8461538461538461,0.8,68.5,0.6,1,75.0,75.40384615384616,0.875
22,9,40,0,47,70,54,4,8,3,0.375,0.54,58.5,0.4,0,40.909090909090914,52.125,0.2
22,18,81,0,74,70,61,8,12,10,0.8333333333333334,0.61,72.0,0.8,0,81.81818181818183,72.08333333333333,0.405
28,17,60,1,46,53,46,5,10,4,0.4,0.46,49.5,0.5,1,60.71428571428571,46.25,0.8
45,27,60,0,67,52,74,3,13,6,0.46153846153846156,0.74,59.5,0.3,0,60.0,59.78846153846153,0.3
40,17,42,1,42,45,46,4,9,4,0.4444444444444444,0.46,43.5,0.4,1,42.5,44.36111111111111,0.71
23,19,82,1,86,79,75,7,9,8,0.8888888888888888,0.75,82.5,0.7,1,82.6086956521739,82.22222222222221,0.9099999999999999
27,24,88,1,97,93,97,8,14,13,0.9285714285714286,0.97,95.0,0.8,1,88.88888888888889,94.9642857142857,0.94
20,19,95,1,78,92,97,8,13,11,0.8461538461538461,0.97,85.0,0.8,1,95.0,87.90384615384616,0.975
26,24,92,1,80,83,78,9,12,11,0.9166666666666666,0.78,81.5,0.9,1,92.3076923076923,83.16666666666666,0.96
24,19,79,1,73,57,51,8,9,7,0.7777777777777778,0.51,65.0,0.8,1,79.16666666666666,64.69444444444443,0.895
27,14,51,1,44,72,48,3,14,7,0.5,0.48,58.0,0.3,1,51.85185185185185,53.49999999999999,0.755
40,26,65,1,55,70,78,4,13,10,0.7692307692307693,0.78,62.5,0.4,1,65.0,69.98076923076924,0.825
21,20,95,1,91,90,99,6,8,7,0.875,0.99,90.5,0.6,1,95.23809523809523,91.875,0.975
48,29,60,1,71,54,42,2,8,4,0.5,0.42,62.5,0.2,1,60.416666666666664,54.25,0.8
48,33,68,0,74,60,52,5,12,10,0.8333333333333334,0.52,67.0,0.5,0,68.75,67.33333333333333,0.34
46,36,78,1,81,70,52,6,14,10,0.7142857142857143,0.52,75.5,0.6,1,78.26086956521739,68.60714285714286,0.89
48,40,83,1,71,80,71,5,12,7,0.5833333333333334,0.71,75.5,0.5,1,83.33333333333334,70.08333333333333,0.915
41,24,58,0,72,57,49,2,13,7,0.5384615384615384,0.49,64.5,0.2,0,58.536585365853654,57.96153846153847,0.29
47,34,72,1,62,75,79,4,14,11,0.7857142857142857,0.79,68.5,0.4,1,72.3404255319149,73.64285714285714,0.86
30,18,60,1,55,69,81,6,9,7,0.7777777777777778,0.81,62.0,0.6,1,60.0,70.69444444444444,0.8
33,21,63,1,76,58,77,4,13,10,0.7692307692307693,0.77,67.0,0.4,1,63.63636363636363,71.98076923076923,0.815
27,20,74,0,60,75,79,5,13,10,0.7692307692307693,0.79,67.5,0.5,0,74.07407407407408,72.73076923076923,0.37
22,15,68,1,57,55,64,7,11,8,0.7272727272727273,0.64,56.0,0.7,1,68.18181818181817,62.18181818181818,0.8400000000000001
45,27,60,1,51,55,43,6,9,3,0.3333333333333333,0.43,53.0,0.6,1,60.0,45.58333333333333,0.8
23,14,60,0,58,76,77,4,10,7,0.7,0.77,67.0,0.4,0,60.86956521739131,70.25,0.3
27,19,70,1,84,71,85,7,8,5,0.625,0.85,77.5,0.7,1,70.37037037037037,75.625,0.85
23,13,56,0,68,57,55,6,11,9,0.8181818181818182,0.55,62.5,0.6,0,56.52173913043478,65.45454545454545,0.28
35,32,91,1,94,88,71,7,10,9,0.9,0.71,91.0,0.7,1,91.42857142857143,85.75,0.9550000000000001
20,19,95,1,95,93,90,8,11,9,0.8181818181818182,0.9,94.0,0.8,1,95.0,89.95454545454545,0.975
22,19,86,1,94,87,94,6,13,12,0.9230769230769231,0.94,90.5,0.6,1,86.36363636363636,91.82692307692307,0.9299999999999999
32,14,43,1,74,65,44,2,12,7,0.5833333333333334,0.44,69.5,0.2,1,43.75,60.333333333333336,0.715
30,20,66,0,63,67,87,7,10,8,0.8,0.87,65.0,0.7,0,66.66666666666666,74.25,0.33
32,19,59,1,56,63,40,2,14,6,0.42857142857142855,0.4,59.5,0.2,1,59.375,50.464285714285715,0.7949999999999999
25,19,76,1,59,62,73,8,11,7,0.6363636363636364,0.73,60.5,0.8,1,76.0,64.4090909090909,0.88
24,16,66,1,68,77,59,4,11,7,0.6363636363636364,0.59,72.5,0.4,1,66.66666666666666,66.9090909090909,0.8300000000000001
34,29,85,1,94,83,83,9,13,12,0.9230769230769231,0.83,88.5,0.9,1,85.29411764705883,88.07692307692308,0.925
46,24,52,1,67,49,73,1,12,7,0.5833333333333334,0.73,58.0,0.1,1,52.17391304347826,61.83333333333334,0.76
23,9,39,1,49,73,42,1,14,8,0.5714285714285714,0.42,61.0,0.1,1,39.130434782608695,55.285714285714285,0.6950000000000001
33,27,81,1,58,87,66,6,13,9,0.6923076923076923,0.66,72.5,0.6,1,81.81818181818183,70.0576923076923,0.905
31,26,83,0,83,98,94,9,9,8,0.8888888888888888,0.94,90.5,0.9,0,83.87096774193549,90.97222222222221,0.415
38,33,86,0,83,84,74,8,10,9,0.9,0.74,83.5,0.8,0,86.8421052631579,82.74999999999999,0.43
37,27,72,1,84,72,79,5,12,8,0.6666666666666666,0.79,78.0,0.5,1,72.97297297297297,75.41666666666667,0.86
35,34,97,1,92,77,93,8,13,12,0.9230769230769231,0.93,84.5,0.8,1,97.14285714285714,88.57692307692308,0.985
32,31,96,1,89,76,80,9,11,10,0.9090909090909091,0.8,82.5,0.9,1,96.875,83.97727272727273,0.98
43,26,60,0,52,69,57,1,8,4,0.5,0.57,60.5,0.1,0,60.46511627906976,56.99999999999999,0.3
44,29,65,1,72,60,80,4,12,8,0.6666666666666666,0.8,66.0,0.4,1,65.9090909090909,69.66666666666666,0.825
49,43,87,1,86,79,96,8,9,8,0.8888888888888888,0.96,82.5,0.8,1,87.75510204081633,87.47222222222221,0.935
24,22,91,0,87,80,76,8,8,7,0.875,0.76,83.5,0.8,0,91.66666666666666,82.625,0.455
25,23,92,0,75,86,97,7,12,11,0.9166666666666666,0.97,80.5,0.7,0,92.0,87.41666666666666,0.46
34,14,41,1,43,56,41,5,13,7,0.5384615384615384,0.41,49.5,0.5,1,41.17647058823529,48.46153846153846,0.705
41,39,95,1,86,81,88,8,14,13,0.9285714285714286,0.88,83.5,0.8,1,95.1219512195122,86.96428571428572,0.975
40,19,47,0,49,68,50,5,8,4,0.5,0.5,58.5,0.5,0,47.5,54.25,0.235
40,20,50,1,73,54,48,6,9,4,0.4444444444444444,0.48,63.5,0.6,1,50.0,54.861111111111114,0.75
33,21,63,0,59,62,69,5,8,5,0.625,0.69,60.5,0.5,0,63.63636363636363,63.125,0.315
45,43,95,1,83,82,77,7,14,12,0.8571428571428571,0.77,82.5,0.7,1,95.55555555555556,81.92857142857143,0.975
31,19,61,1,47,53,73,2,10,5,0.5,0.73,50.0,0.2,1,61.29032258064516,55.75,0.8049999999999999
32,15,46,0,41,55,72,4,11,6,0.5454545454545454,0.72,48.0,0.4,0,46.875,55.63636363636364,0.23
36,15,41,1,67,51,68,2,10,4,0.4,0.68,59.0,0.2,1,41.66666666666667,56.50000000000001,0.705
