Meetings_Scheduled,Meetings_Attended,Attendance,Punctuality,Sprint_Completion,Task_Quality,On_Time_Delivery,Communication,Tasks_Assigned,Tasks_Completed,Performance
28,21,75,1,70,82,68,6,10,6,Medium
41,30,73,0,62,68,75,4,14,12,Medium
46,33,71,1,64,77,73,8,8,5,Medium
49,23,46,1,49,59,69,5,14,5,Low
36,23,63,0,77,68,73,8,9,6,Medium
49,44,89,1,96,82,89,9,9,8,High
33,26,78,1,61,61,55,6,12,9,Medium
46,28,60,1,73,63,87,6,10,8,Medium
26,25,96,1,80,85,73,7,12,11,High
32,13,40,1,48,64,66,2,12,4,Low
49,40,81,1,82,88,63,4,8,6,Medium
24,14,58,1,79,72,80,4,9,7,Medium
38,22,57,1,63,70,60,6,13,11,Medium
35,28,80,1,60,62,56,8,9,7,Medium
21,12,57,1,53,62,63,1,9,4,Low
26,24,92,1,84,76,82,6,14,12,High
32,28,87,1,77,84,83,8,11,10,High
37,27,72,1,56,75,84,6,10,7,Medium
27,24,88,1,89,98,82,9,11,10,High
37,30,81,0,57,85,86,6,12,10,Medium
20,19,95,0,76,99,89,9,8,7,High
21,18,85,0,84,97,83,9,14,13,High
25,10,40,1,60,60,55,1,13,6,Low
45,28,62,1,55,82,72,6,9,7,Medium
34,30,88,1,79,82,91,8,8,7,High
49,21,42,1,41,74,47,3,12,5,Low
41,31,75,0,87,62,80,4,11,7,Medium
28,19,67,1,71,76,68,4,9,7,Medium
21,16,76,1,65,89,72,6,10,8,Medium
32,14,43,1,40,47,65,5,13,6,Low
20,8,40,0,56,74,50,3,12,5,Low
49,44,89,0,93,87,71,6,12,11,High
23,9,39,0,45,45,54,6,14,6,Low
41,25,60,1,64,64,82,5,10,6,Medium
20,18,90,1,89,93,94,6,13,12,High
31,27,87,0,81,99,99,9,13,11,High
30,21,70,1,82,58,89,5,13,11,Medium
35,34,97,0,87,81,85,6,13,12,High
30,19,63,0,61,61,84,4,13,10,Medium
20,9,45,0,52,57,64,2,12,5,Low
44,29,65,1,55,78,69,5,14,11,Medium
30,14,46,1,61,53,45,5,13,6,Low
39,38,97,1,79,99,76,9,8,7,High
26,24,92,1,76,77,77,7,10,9,High
28,21,75,1,75,82,74,5,8,5,Medium
20,16,80,0,84,73,54,8,12,8,Medium
21,12,57,1,60,66,56,8,11,8,Medium
49,22,44,1,45,74,52,4,14,5,Low
47,36,76,1,72,71,83,5,10,8,Medium
39,22,56,1,42,71,53,1,11,5,Low
33,19,57,1,68,50,45,1,9,4,Low
42,19,45,1,67,47,45,5,14,6,Low
32,30,93,1,80,80,86,9,13,12,High
32,14,43,1,51,46,50,1,9,3,Low
25,15,60,0,57,66,58,6,11,8,Medium
24,10,41,0,53,60,71,4,14,9,Low
26,24,92,0,87,92,82,6,8,7,High
22,21,95,0,95,89,96,6,9,8,High
41,25,60,1,73,69,75,5,12,8,Medium
26,23,88,1,81,86,82,6,8,7,High
29,26,89,1,81,75,89,9,11,10,High
43,20,46,1,45,72,49,4,8,3,Low
32,21,65,0,71,75,60,8,9,6,Medium
42,29,69,0,73,56,84,6,14,10,Medium
31,22,70,1,81,84,77,5,11,7,Medium
26,16,61,0,69,61,52,4,9,6,Medium
30,22,73,0,62,67,85,4,11,9,Medium
37,20,54,1,67,56,73,4,11,5,Low
26,24,92,1,91,83,86,9,9,8,High
23,16,69,1,58,77,69,8,14,9,Medium
44,22,50,1,47,46,66,4,9,5,Low
43,34,79,1,80,55,83,4,12,8,Medium
43,42,97,1,86,85,92,8,13,12,High
22,14,63,1,69,59,56,5,12,8,Medium
24,10,41,1,56,62,58,1,8,3,Low
26,22,84,0,84,82,71,9,13,12,High
22,14,63,0,68,60,84,8,8,7,Medium
23,12,52,0,59,54,74,3,9,4,Low
42,26,61,0,88,89,76,5,9,7,Medium
30,26,86,0,94,86,88,8,11,10,High
47,37,78,1,63,86,67,4,12,9,Medium
49,48,97,0,80,90,86,9,14,13,High
26,24,92,1,79,89,83,7,8,7,High
41,28,68,1,78,65,69,4,9,6,Medium
22,21,95,0,98,83,97,6,14,12,High
32,17,53,0,40,46,55,2,10,5,Low
33,28,84,1,90,92,71,6,11,10,High
25,22,88,1,83,89,97,8,10,9,High
41,17,41,1,59,73,42,2,8,3,Low
21,12,57,1,49,57,63,6,14,7,Low
38,37,97,1,90,97,96,8,11,10,High
48,27,56,1,59,48,63,4,14,5,Low
37,26,70,1,72,71,52,6,9,6,Medium
35,32,91,1,84,75,77,7,11,10,High
26,10,38,1,74,55,60,4,9,5,Low
22,10,45,1,48,67,49,4,12,6,Low
49,31,63,1,66,71,61,5,14,12,Medium
34,22,64,0,67,80,68,5,12,10,Medium
30,29,96,1,86,90,81,8,13,12,High
33,26,78,0,70,84,81,4,8,6,Medium
49,48,97,1,81,84,72,9,12,11,High
27,13,48,1,44,66,43,4,14,8,Low
47,26,55,1,69,53,51,3,14,5,Low
33,21,63,1,65,78,63,5,10,8,Medium
46,37,80,1,82,69,70,6,9,7,Medium
26,23,88,0,82,75,83,9,14,12,High
47,46,97,0,88,76,97,8,12,11,High
24,20,83,1,76,87,93,8,10,9,High
24,23,95,1,95,99,74,8,11,10,High
46,28,60,1,82,72,83,4,10,7,Medium
38,27,71,1,62,79,70,7,8,6,Medium
44,26,59,1,85,65,76,4,10,6,Medium
21,17,80,1,80,58,61,8,9,6,Medium
38,34,89,1,80,86,85,8,13,12,High
40,17,42,1,42,45,46,4,9,4,Low
43,32,74,1,87,74,77,7,10,7,Medium
42,26,61,0,47,63,50,4,12,4,Medium
31,27,87,0,75,78,87,9,9,8,High
24,14,58,1,82,61,63,6,12,8,Medium
37,22,59,0,73,65,86,5,12,10,Medium
28,20,71,0,81,65,71,5,14,11,Medium
37,25,67,0,56,71,68,8,14,11,Medium
22,15,68,1,73,71,59,8,9,6,Medium
40,37,92,1,84,81,90,8,14,13,High
35,33,94,1,85,80,97,8,13,11,High
39,25,64,1,72,58,48,1,8,5,Low
27,24,88,1,99,96,96,8,13,12,High
22,16,72,0,76,74,68,8,8,5,Medium
32,26,81,1,61,88,86,4,10,8,Medium
49,25,51,0,44,50,47,4,8,3,Low
24,23,95,0,90,94,79,7,8,7,High
25,24,96,0,89,78,94,8,12,11,High
44,39,88,1,80,80,86,7,14,13,High
20,17,85,1,86,93,97,7,9,8,High
34,21,61,1,75,63,87,4,11,8,Medium
24,14,58,1,51,57,46,4,9,4,Low
34,27,79,1,74,80,61,8,12,7,Medium
40,17,42,1,66,47,49,3,8,3,Medium
42,25,59,1,76,68,80,8,8,5,Medium
36,32,88,1,78,75,99,9,10,9,High
39,16,41,1,67,45,45,5,9,4,Low
47,46,97,1,91,95,88,6,10,9,High
21,17,80,1,60,76,58,5,13,11,Medium
47,26,55,0,51,54,56,5,14,7,Low
24,9,37,1,45,67,67,1,10,4,Low
28,27,96,1,80,87,79,8,10,9,High
32,30,93,1,94,99,74,9,12,11,High
20,18,90,1,81,92,97,8,13,12,High
42,20,47,1,52,56,47,6,10,4,Low
31,24,77,1,88,67,59,8,8,6,Medium
45,32,71,0,78,62,89,6,9,7,Medium
27,17,62,1,69,51,44,1,14,7,Low
42,38,90,0,87,84,94,9,9,8,High
33,16,48,1,58,72,49,6,14,5,Low
36,32,88,1,99,90,73,6,12,10,High
37,27,72,1,67,73,51,5,9,7,Medium
48,45,93,0,89,92,87,8,12,10,High
21,14,66,1,56,73,61,4,13,11,Medium
37,22,59,1,80,67,87,7,13,9,Medium
47,23,48,1,48,54,48,1,13,6,Low
22,19,86,1,97,88,88,9,8,7,High
36,17,47,0,42,71,71,2,13,5,Low
20,19,95,1,99,86,91,9,8,7,High
29,23,79,1,58,71,88,4,10,8,Medium
46,43,93,1,97,95,77,8,14,13,High
31,17,54,1,43,64,53,1,13,6,Low
42,41,97,1,75,90,98,7,13,12,High
37,27,72,1,81,56,85,6,14,11,Medium
22,20,90,0,80,83,88,9,13,12,High
32,19,59,0,72,86,73,5,11,7,Medium
36,21,58,1,66,47,68,1,12,7,Low
45,43,95,0,87,82,96,9,10,9,High
49,47,95,0,81,78,70,7,14,13,High
46,27,58,1,72,59,68,3,14,6,Low
32,26,81,1,64,57,81,8,12,8,Medium
40,38,95,0,79,93,79,9,11,10,High
24,23,95,1,93,85,89,7,10,9,High
36,20,55,1,47,74,44,4,10,4,Low
42,31,73,1,70,64,69,4,12,10,Medium
28,14,50,0,57,65,67,1,10,4,Low
20,18,90,1,76,78,94,7,13,11,High
31,26,83,1,83,79,89,6,8,7,High
21,12,57,0,44,48,54,6,11,6,Low
42,31,73,1,85,57,68,4,10,6,Medium
44,36,81,1,82,60,74,5,13,10,Medium
25,13,52,0,63,47,72,4,9,4,Low
38,36,94,0,94,95,92,7,14,13,High
40,37,92,1,96,97,70,9,14,13,High
47,29,61,1,74,72,73,6,12,8,Medium
47,29,61,1,60,58,79,6,9,6,Medium
28,24,85,0,89,96,71,8,14,13,High
41,40,97,1,86,75,79,6,8,7,High
26,20,76,1,58,58,76,5,13,9,Medium
45,24,53,1,55,51,40,1,11,6,Low
22,8,36,1,51,63,62,1,11,4,Low
35,19,54,0,58,59,65,2,8,4,Low
20,12,60,0,60,77,61,5,8,6,Medium
34,14,41,0,57,46,42,5,14,9,Low
25,16,64,1,62,82,58,8,11,8,Medium
46,32,69,1,75,67,50,7,8,7,Medium
27,17,62,1,67,60,76,8,9,6,Medium
24,22,91,1,83,77,83,9,12,11,High
28,14,50,1,51,60,52,4,12,4,Low
35,30,85,1,92,78,96,7,10,9,High
31,20,64,1,55,88,68,6,13,9,Medium
44,34,77,1,67,66,80,8,8,5,Medium
37,36,97,0,91,81,75,8,8,7,High
24,13,54,1,43,50,65,5,13,6,Low
47,39,82,1,65,84,82,8,14,10,Medium
46,27,58,1,44,51,45,6,13,7,Low
31,17,54,1,43,70,46,6,11,5,Low
22,20,90,0,83,95,72,7,9,8,High
41,37,90,0,83,81,81,8,11,10,High
23,13,56,1,44,57,51,5,13,7,Low
45,22,48,1,57,60,59,2,11,6,Low
33,29,87,1,91,86,82,8,12,10,High
39,19,48,1,54,52,67,2,10,5,Low
41,22,53,0,40,55,64,2,8,4,Low
31,21,67,1,82,66,67,6,11,9,Medium
49,33,67,1,58,84,59,5,8,5,Medium
28,17,60,0,60,76,89,8,11,8,Medium
26,14,53,0,62,65,40,3,11,6,Low
22,20,90,1,88,82,92,6,8,7,High
45,37,82,1,65,80,87,5,12,9,Medium
37,30,81,0,69,89,77,4,8,6,Medium
21,19,90,0,83,94,93,7,13,12,High
25,21,84,0,76,89,83,8,10,9,High
45,19,42,0,73,46,71,1,14,7,Low
36,30,83,0,79,96,84,6,14,13,High
41,37,90,1,86,94,83,6,14,13,High
25,21,84,1,79,82,99,8,13,12,High
25,20,80,1,70,68,51,6,10,6,Medium
29,16,55,0,42,72,69,1,14,7,Low
21,9,42,1,50,54,64,6,8,4,Low
33,22,66,0,66,57,64,6,12,10,Medium
25,10,40,1,48,53,44,5,8,4,Low
31,23,74,1,76,80,58,4,14,9,Medium
20,18,90,0,82,92,83,8,10,9,High
38,34,89,1,99,80,80,9,8,7,High
28,17,60,1,62,48,41,2,13,7,Low
24,18,75,1,87,72,76,6,9,7,Medium
21,18,85,1,87,83,72,8,12,11,High
28,26,92,1,97,80,95,8,11,9,High
43,30,69,1,83,71,50,7,11,8,Medium
47,34,72,1,80,57,67,5,11,7,Medium
34,18,52,1,46,63,72,2,9,5,Low
33,30,90,1,95,87,99,6,11,10,High
29,13,44,1,46,74,44,1,11,6,Low
36,33,91,1,97,95,75,9,9,8,High
35,25,71,1,59,69,62,8,11,8,Medium
36,28,77,1,73,75,74,6,13,10,Medium
31,22,70,0,65,77,54,7,10,7,Medium
28,20,71,1,77,55,59,8,14,9,Medium
31,19,61,1,74,70,77,4,10,8,Medium
38,36,94,1,98,93,81,8,14,12,High
26,10,38,1,61,50,41,6,9,3,Low
28,24,85,1,75,97,91,9,12,11,High
38,23,60,1,68,88,84,4,12,9,Medium
21,18,85,1,88,96,89,9,13,12,High
48,33,68,0,70,72,82,6,9,5,Medium
47,31,65,0,65,69,84,6,14,9,Medium
29,19,65,0,75,70,85,4,11,7,Medium
36,35,97,0,97,97,78,9,8,7,High
30,20,66,0,77,87,89,5,11,8,Medium
33,32,96,0,93,99,78,6,11,10,High
30,22,73,0,68,87,67,6,9,7,Medium
46,44,95,1,92,99,93,7,14,13,High
32,18,56,1,63,45,47,6,9,4,Low
48,29,60,1,70,60,68,6,12,7,Medium
46,28,60,0,88,74,71,7,8,7,Medium
46,38,82,1,88,71,71,7,10,8,Medium
37,27,72,1,63,56,54,8,11,8,Medium
22,13,59,0,57,69,63,6,11,9,Medium
46,24,52,1,40,54,55,3,11,5,Low
30,23,76,1,76,79,84,5,9,7,Medium
22,15,68,1,71,88,60,7,9,5,Medium
47,25,53,0,48,69,69,1,8,4,Low
31,25,80,0,84,77,62,4,11,9,Medium
44,37,84,0,80,92,89,6,9,8,High
49,29,59,0,84,57,55,4,13,11,Medium
46,31,67,1,66,76,76,5,14,10,Medium
32,20,62,0,77,86,80,5,8,5,Medium
35,34,97,1,76,98,91,7,12,11,High
48,34,70,0,57,86,70,8,13,11,Medium
43,25,58,1,58,67,88,8,8,6,Medium
45,37,82,0,56,75,89,8,8,5,High
33,13,39,1,56,48,44,4,12,5,Low
33,31,93,1,86,96,76,6,8,7,High
20,17,85,0,92,76,86,8,13,12,High
33,27,81,1,56,61,56,8,13,10,Medium
35,14,40,0,57,68,65,3,11,5,Low
21,20,95,1,99,94,87,7,8,7,High
29,20,68,1,85,62,74,5,14,11,Medium
40,35,87,1,94,86,95,8,12,11,High
26,25,96,0,84,97,74,9,12,11,High
20,17,85,1,77,75,72,6,9,8,High
25,24,96,1,89,83,81,6,14,13,High
27,23,85,1,80,75,79,8,13,12,High
35,21,60,1,60,88,75,4,8,5,Low
23,18,78,1,77,74,50,4,12,8,Medium
21,18,85,1,89,78,94,6,14,13,High
20,14,70,1,66,89,78,8,14,10,Medium
29,16,55,1,65,47,65,1,13,5,Low
39,22,56,1,54,68,40,2,8,4,Low
26,23,88,1,77,90,81,7,11,10,High
49,27,55,0,65,52,65,2,10,4,Low
25,12,48,1,42,73,47,2,14,5,Low
26,22,84,1,94,75,75,8,12,11,High
26,23,88,0,78,86,96,6,13,12,High
31,18,58,1,43,66,52,1,8,4,Low
23,13,56,1,58,59,76,6,11,9,Medium
21,12,57,0,69,56,51,6,12,8,Medium
38,15,39,1,41,59,53,1,10,4,Low
46,39,84,0,81,99,87,6,12,11,High
28,25,89,1,93,91,84,7,12,11,High
39,33,84,1,77,93,82,7,9,8,High
29,14,48,1,73,62,50,2,9,4,Low
29,23,79,1,87,68,77,5,9,6,Medium
42,41,97,1,88,99,74,7,11,10,High
33,20,60,1,67,48,60,6,14,6,Medium
27,20,74,1,69,88,64,7,12,9,Medium
30,23,76,1,70,80,65,4,14,12,Medium
26,20,76,1,62,58,54,4,12,7,Medium
37,35,94,1,89,91,93,8,14,12,High
48,41,85,1,86,99,74,9,14,12,High
24,22,91,1,97,75,71,8,12,11,High
35,23,65,0,62,74,70,5,10,8,Medium
23,21,91,1,97,91,80,9,8,7,High
40,38,95,1,83,83,86,8,12,11,High
24,22,91,0,86,89,71,7,13,12,High
39,30,76,0,80,59,70,6,9,7,Medium
33,29,87,1,97,93,71,6,14,12,High
32,19,59,1,58,70,44,1,14,5,Low
46,40,86,0,84,77,81,8,13,12,High
40,39,97,0,84,84,87,9,9,8,High
37,31,83,1,56,84,69,6,13,9,Medium
47,31,65,0,72,86,84,8,8,6,Medium
38,28,73,1,72,81,89,5,13,11,Medium
25,12,48,1,63,45,67,2,12,5,Low
20,18,90,1,97,90,86,8,8,7,High
21,13,61,0,87,69,84,4,10,7,Medium
34,25,73,1,65,64,54,7,8,5,Medium
31,30,96,1,86,93,74,7,13,11,High
41,26,63,0,55,45,68,2,11,4,Low
44,35,79,1,67,62,74,6,9,6,Medium
27,24,88,1,97,93,97,8,14,13,High
23,20,86,1,93,94,76,6,9,8,High
43,18,41,1,74,50,74,3,8,3,Low
36,24,66,1,66,59,85,7,8,5,Medium
22,17,77,1,55,88,86,4,14,11,Medium
25,10,40,1,72,66,42,4,9,5,Low
47,19,40,1,60,47,73,6,8,3,Low
44,31,70,0,68,66,64,6,11,7,Medium
49,25,51,1,67,45,68,3,13,6,Low
47,46,97,1,99,99,79,8,13,11,High
42,32,76,1,67,71,62,7,14,9,Medium
30,26,86,0,96,97,85,6,11,10,High
29,25,86,1,93,75,90,8,12,11,High
47,40,85,1,76,85,99,9,10,9,High
35,28,80,1,76,55,79,4,14,9,Medium
31,16,51,0,42,65,58,1,9,5,Low
45,18,40,0,46,51,69,4,9,5,Low
32,24,75,0,69,70,80,4,10,7,Medium
38,36,94,0,97,94,88,9,13,12,High
25,24,96,0,85,93,95,6,11,10,High
46,22,47,1,55,50,69,3,9,3,Low
41,29,70,1,64,74,77,5,10,7,Medium
45,28,62,0,60,75,73,4,13,9,Medium
26,23,88,1,85,95,88,8,14,13,High
38,36,94,1,78,89,78,8,13,12,High
23,12,52,1,42,52,47,5,8,4,Low
24,10,41,1,62,56,62,4,9,3,Low
46,39,84,1,91,93,78,7,14,13,High
37,19,51,1,60,73,41,4,11,6,Low
27,14,51,0,53,69,58,4,13,8,Low
36,32,88,0,95,83,82,7,10,9,High
26,20,76,1,69,64,63,7,9,6,Medium
22,12,54,1,43,59,48,6,8,4,Low
36,20,55,1,60,65,62,1,13,6,Low
48,42,87,0,89,91,70,6,13,12,High
43,21,48,1,57,68,44,3,14,6,Low
48,39,81,1,55,57,61,8,8,5,Medium
44,29,65,1,76,88,57,4,9,6,Medium
29,28,96,0,95,84,75,6,12,11,High
29,12,41,1,70,45,58,3,11,6,Low
28,20,71,1,82,71,83,7,13,8,Medium
37,34,91,1,98,88,91,7,8,7,High
28,16,57,0,45,66,67,2,8,4,Low
20,19,95,1,76,80,72,7,10,9,High
20,14,70,0,57,67,62,7,14,12,Medium
25,20,80,0,55,61,75,4,14,11,Medium
39,16,41,1,72,51,46,3,10,5,Low
35,30,85,1,88,84,88,7,10,9,High
24,22,91,0,84,99,80,8,9,8,High
26,19,73,1,83,73,79,8,11,9,Medium
27,25,92,1,88,97,88,8,11,10,High
25,23,92,1,85,95,76,9,9,8,High
41,37,90,1,78,90,94,6,10,9,High
45,33,73,1,88,56,64,7,13,8,Medium
28,23,82,0,56,80,65,4,9,7,Medium
45,31,68,1,81,60,67,8,11,9,Medium
49,31,63,1,74,72,54,6,12,9,Medium
46,39,84,1,87,75,92,8,13,12,High
34,29,85,1,83,94,85,6,9,8,High
41,24,58,1,63,51,47,2,9,5,Low
26,25,96,1,93,92,98,6,13,12,High
46,40,86,0,76,77,82,6,8,7,High
40,36,90,1,83,86,81,8,10,9,High
25,17,68,0,85,57,57,6,9,6,Medium
39,31,79,1,73,66,77,4,10,6,Medium
31,30,96,1,99,96,88,7,10,9,High
48,24,50,1,56,49,50,4,14,6,Low
29,25,86,1,94,94,96,8,11,10,High
27,16,59,0,44,74,60,4,11,6,Low
20,8,40,1,62,72,42,1,13,6,Low
32,29,90,1,91,84,71,8,11,10,High
35,14,40,1,56,72,52,1,14,8,Low
32,19,59,0,52,49,74,3,8,4,Low
42,36,85,1,86,77,70,7,14,13,High
25,21,84,0,94,98,74,8,11,10,High
30,27,90,1,78,84,88,9,9,8,High
28,13,46,1,72,55,40,2,14,7,Low
25,20,80,0,56,58,57,5,9,7,Medium
38,36,94,0,90,95,83,9,11,10,High
30,23,76,1,71,78,61,6,12,9,Medium
46,45,97,1,99,95,93,7,9,8,High
34,19,55,0,41,57,46,3,14,6,Low
21,18,85,0,97,79,88,7,10,9,High
29,26,89,0,79,97,84,9,12,11,High
22,20,90,1,83,92,71,6,14,13,High
44,40,90,0,88,78,78,7,14,13,High
35,30,85,1,90,92,84,6,11,10,High
34,33,97,0,81,76,77,6,9,8,High
47,28,59,0,86,63,56,8,9,6,Medium
36,29,80,1,85,72,67,8,14,12,Medium
22,18,81,0,64,88,63,7,10,7,Medium
46,35,76,1,88,70,87,4,9,7,Medium
40,28,70,0,89,74,86,4,13,9,Medium
33,13,39,1,42,73,41,6,8,3,Low
39,33,84,1,86,80,96,7,14,13,High
30,19,63,1,87,67,60,4,12,10,Medium
29,20,68,1,70,84,74,4,11,8,Medium
47,25,53,1,40,46,68,2,10,5,Low
25,23,92,1,82,96,80,6,11,10,High
45,28,62,0,68,63,85,4,14,9,Medium
31,19,61,1,61,76,53,4,11,9,Medium
21,19,90,1,88,80,70,8,8,7,High
31,28,90,0,77,91,77,8,14,13,High
42,26,61,0,67,78,79,6,14,10,Medium
20,14,70,0,58,85,73,7,9,7,Medium
36,30,83,0,99,75,76,7,12,11,High
49,34,69,1,62,61,80,8,13,8,Medium
39,38,97,1,86,84,86,9,9,8,High
24,21,87,0,87,95,96,6,10,9,High
26,23,88,1,79,77,94,8,14,13,High
39,36,92,1,94,98,84,6,13,12,High
32,14,43,1,63,48,49,4,10,4,Low
29,11,37,1,55,64,66,3,14,6,Low
24,23,95,1,79,89,83,8,8,7,High
26,22,84,1,76,79,87,6,10,9,High
46,20,43,1,62,55,44,4,11,6,Low
31,26,83,1,80,93,71,7,9,8,High
33,18,54,1,60,48,72,6,13,8,Low
24,13,54,0,64,61,49,4,14,8,Low
41,25,60,1,44,58,65,1,10,4,Low
21,10,47,0,43,57,64,6,8,3,Low
41,21,51,1,46,48,65,4,14,9,Low
39,31,79,1,73,60,81,7,9,6,Medium
42,32,76,1,68,84,61,7,11,9,Medium
30,20,66,0,62,64,62,6,9,6,Medium
38,34,89,1,77,99,92,7,8,7,High
42,25,59,1,72,85,68,8,10,6,Medium
20,19,95,0,94,82,91,8,12,10,High
31,28,90,0,98,96,73,7,8,7,High
38,19,50,0,41,57,40,1,12,7,Low
27,20,74,1,68,83,81,4,13,11,Medium
34,33,97,1,90,87,71,9,14,13,High
21,13,61,0,77,71,89,4,12,8,Medium
32,31,96,0,88,94,97,9,8,7,High
35,14,40,1,50,48,72,1,11,6,Low
36,27,75,0,60,58,54,5,10,8,Medium
37,29,78,1,61,66,51,7,13,11,Medium
48,33,68,1,78,77,68,5,13,11,Medium
45,35,77,0,84,89,51,4,11,7,Medium
44,34,77,1,75,63,51,8,8,6,Medium
44,31,70,1,83,77,79,5,10,6,Medium
24,14,58,1,80,75,67,5,13,11,Medium
24,19,79,0,65,72,58,4,8,6,Medium
23,21,91,1,75,84,98,8,12,11,High
46,40,86,1,80,85,97,9,8,7,High
28,18,64,1,72,88,60,5,12,8,Medium
34,29,85,1,76,88,82,9,13,12,High
34,15,44,1,59,50,45,2,13,7,Low
25,22,88,0,98,85,89,8,10,9,High
48,27,56,1,60,46,73,2,8,4,Low
40,37,92,1,97,75,79,8,13,12,High
39,22,56,1,70,50,52,2,10,4,Low
44,39,88,0,76,78,76,7,9,8,High
43,42,97,0,78,86,79,7,11,10,High
22,18,81,1,68,57,79,5,14,10,Medium
33,18,54,1,59,72,72,4,9,4,Low
20,12,60,0,48,64,43,4,12,7,Medium
35,33,94,0,75,98,83,8,9,8,High
38,21,55,1,54,61,54,3,14,6,Low
45,35,77,0,59,66,84,5,13,9,Medium
29,18,62,1,61,87,81,8,13,11,Medium
26,23,88,0,91,83,88,9,13,11,High
35,25,71,1,65,72,89,7,8,5,Medium
49,42,85,1,94,96,93,7,9,8,High
35,28,80,1,55,66,76,6,10,7,Medium
36,30,83,0,75,61,56,4,13,10,Medium
31,21,67,1,72,61,78,8,13,11,Medium
23,19,82,1,87,86,75,9,12,11,High
42,41,97,1,86,87,90,7,14,13,High
33,20,60,1,58,88,75,4,9,7,Medium
25,21,84,0,89,90,99,8,11,9,High
48,42,87,0,90,94,73,6,12,10,High
21,16,76,0,79,56,67,4,8,6,Medium
49,45,91,0,96,87,96,7,12,11,High
21,20,95,1,76,92,93,6,14,12,High
45,32,71,1,67,65,65,7,11,9,Medium
23,14,60,1,68,81,62,5,8,5,Medium
43,22,51,0,54,65,59,2,13,7,Low
37,22,59,1,81,85,85,4,12,8,High
24,21,87,0,84,77,99,6,14,13,High
33,21,63,1,47,71,72,2,13,7,Medium
42,33,78,0,72,69,70,4,13,11,Medium
42,36,85,1,89,96,95,7,14,13,High
40,33,82,1,87,58,84,8,14,12,Medium
37,26,70,1,59,55,66,8,14,9,Medium
21,13,61,1,85,66,68,7,10,6,Medium
44,35,79,1,68,64,57,6,9,6,Medium
20,13,65,1,77,58,88,8,12,9,Medium
25,21,84,0,97,86,95,8,14,13,High
39,34,87,1,95,94,99,6,13,12,High
44,18,40,1,49,64,64,6,13,7,Medium
27,26,96,1,89,81,83,9,8,7,High
37,18,48,0,51,50,73,6,9,5,Low
44,40,90,1,92,89,83,6,13,12,High
34,26,76,1,81,86,73,5,9,6,Medium
22,15,68,0,62,83,79,7,10,8,Medium
33,19,57,0,69,77,73,4,8,6,Medium
30,26,86,0,85,88,97,7,8,7,High
47,25,53,0,45,72,66,4,14,5,Low
40,31,77,1,85,61,55,6,11,8,Medium
24,23,95,1,79,85,81,7,9,8,High
43,40,93,1,75,91,87,8,8,7,High
36,17,47,1,44,61,72,1,11,5,Low
30,23,76,1,64,81,77,8,11,9,Medium
28,27,96,1,89,91,76,7,14,12,High
47,45,95,0,88,75,77,9,8,7,High
44,17,38,0,61,46,49,3,8,4,Low
45,40,88,1,91,99,87,6,12,11,High
46,32,69,1,89,72,59,7,12,8,Medium
24,17,70,0,61,66,60,7,11,8,Medium
31,28,90,0,77,93,96,8,14,13,High
33,28,84,0,92,76,98,6,8,7,High
25,24,96,0,87,94,82,7,12,11,High
23,21,91,1,96,79,93,8,11,10,High
48,27,56,1,41,49,59,2,12,7,Low
28,17,60,1,70,87,56,6,10,7,Medium
24,20,83,1,97,79,79,7,9,8,High
39,28,71,1,61,79,63,6,9,7,Medium
44,20,45,1,49,72,52,3,13,8,Low
39,21,53,1,62,52,49,1,9,4,Low
21,16,76,1,57,81,74,4,14,9,Medium
40,38,95,1,90,95,78,6,9,8,High
27,14,51,1,44,72,48,3,14,7,Low
27,24,88,1,89,79,89,6,12,11,High
35,14,40,1,47,57,52,3,14,6,Low
47,34,72,1,60,64,59,5,14,10,Medium
22,16,72,0,73,57,63,8,11,8,Medium
34,23,67,0,58,78,59,6,13,9,Medium
20,12,60,1,50,58,42,5,8,4,Low
28,25,89,1,94,94,89,6,12,10,High
39,33,84,0,76,84,94,9,10,9,High
25,22,88,1,76,85,82,8,12,10,High
31,13,41,0,42,55,52,2,10,5,Low
41,36,87,1,94,78,95,9,12,10,High
41,28,68,1,79,85,69,4,9,6,Medium
26,11,42,1,55,63,67,4,12,6,Low
46,44,95,1,92,80,79,6,11,10,High
43,42,97,1,80,99,87,9,13,12,High
24,23,95,0,83,90,77,8,12,10,High
30,12,40,0,60,47,57,5,13,7,Low
27,17,62,1,82,72,63,6,14,10,Medium
32,24,75,1,70,80,80,8,11,9,Medium
31,29,93,1,93,91,77,6,8,7,High
41,30,73,1,63,84,82,6,9,6,Medium
22,12,54,1,44,62,49,2,10,5,Low
26,22,84,1,91,80,96,8,12,11,High
46,44,95,1,86,81,81,6,13,12,High
21,9,42,1,74,55,55,3,11,4,Low
22,19,86,0,86,87,81,9,14,13,High
48,42,87,1,99,93,90,7,8,7,High
46,42,91,0,92,80,73,6,11,10,High
37,27,72,0,66,77,89,5,8,5,Medium
37,36,97,1,78,91,85,7,10,9,High
41,29,70,1,72,67,52,5,9,6,Medium
29,18,62,1,55,80,53,5,14,10,Medium
42,25,59,0,73,74,72,8,8,5,Medium
37,31,83,1,67,70,53,6,12,8,Medium
41,38,92,1,79,98,87,8,13,12,High
28,12,42,0,51,52,70,2,8,4,Low
40,38,95,1,89,92,90,9,13,11,High
